CHR	HOTSTART	HOTEND	COLDSTART	COLDEND
chr7	157627524	157677524	100015349	100065349
chr7	157755524	157761524	157811524	157817524
chr7	157784524	157789524	157805524	157810524
chr7	157825524	157829524	157815524	157819524
chr7	157844524	157849524	157811524	157816524
chr7	157867524	157875524	157810524	157818524
chr7	157930524	157935524	157904524	157909524
chr7	157981524	157984524	157904524	157907524
chr7	158029524	158032524	157435524	157438524
chr7	158047524	158050524	158142524	158145524
chr7	158060524	158075524	158873524	158888524
chr7	158163524	158167524	158574524	158578524
chr7	158524524	158529524	147579352	147584352
chr7	158636524	158644524	158604524	158612524
chr7	158747524	158754524	158801524	158808524
chr7	158759524	158764524	158728524	158733524
chr7	158826524	158830524	158146524	158150524
chr7	158908524	158912524	158532524	158536524
chr7	159124524	159126524	159097524	159099524
chr8	   238000	   241000	   229000	   232000
chr8	   247000	   253000	   188000	   194000
chr8	   513000	   518000	   591000	   596000
chr8	   654000	   657000	   767000	   770000
chr8	   720000	   723000	   781000	   784000
chr8	   951593	   955593	   874000	   878000
chr8	  1034593	  1039593	  1099593	  1104593
chr8	  1041593	  1050593	   894000	   903000
chr8	  1148593	  1154593	  5901592	  5907592
chr8	  1161593	  1164593	  1141593	  1144593
chr8	  1213593	  1219593	  1575593	  1581593
chr8	  1289593	  1293593	  1280593	  1284593
chr8	  1303593	  1328593	  1708593	  1733593
chr8	  1414593	  1423593	  1400593	  1409593
chr8	  1629593	  1633593	  1606593	  1610593
chr8	  1684593	  1692593	  1710593	  1718593
chr8	  1820593	  1824593	   227000	   231000
chr8	  1847593	  1850593	  1999593	  2002593
chr8	  1865593	  1870593	  1888593	  1893593
chr8	  1955593	  1970593	  1701593	  1716593
chr8	  2012593	  2016593	  1830593	  1834593
chr8	  2026593	  2037593	  1888593	  1899593
chr8	  2041593	  2044593	  1841593	  1844593
chr8	  2057593	  2061593	  1999593	  2003593
chr8	  2125593	  2130593	  2088593	  2093593
chr8	  2141593	  2145593	  2115593	  2119593
chr8	  2407593	  2411593	  2423593	  2427593
chr8	  2515593	  2519593	  2297593	  2301593
chr8	  2571593	  2574593	  2597593	  2600593
chr8	  2624593	  2627593	  2607593	  2610593
chr8	  2680593	  2685593	  2717593	  2722593
chr8	  2783593	  2788593	  2658593	  2663593
chr8	  2788593	  2796593	  2656593	  2664593
chr8	  2953593	  2956593	  2928593	  2931593
chr8	  2969593	  2973593	  2912593	  2916593
chr8	  3023593	  3037593	  2752593	  2766593
chr8	  3081593	  3085593	  3067593	  3071593
chr8	  3135593	  3138593	  3168593	  3171593
chr8	  3140593	  3152593	  3101593	  3113593
chr8	  3176593	  3180593	  3103593	  3107593
chr8	  3359592	  3363592	  3298592	  3302592
chr8	  3391592	  3394592	  3431592	  3434592
chr8	  3413592	  3422592	  3307592	  3316592
chr8	  3502592	  3505592	  3479592	  3482592
chr8	  3515592	  3520592	  3551592	  3556592
chr8	  3572592	  3578592	  3541592	  3547592
chr8	  3584592	  3587592	  3598592	  3601592
chr8	  3642592	  3645592	  3602592	  3605592
chr8	  3702592	  3707592	  3302592	  3307592
chr8	  3781592	  3788592	  3741592	  3748592
chr8	  3843592	  3849592	  3754592	  3760592
chr8	  3853592	  3857592	  3865592	  3869592
chr8	  3883592	  3889592	  4028592	  4034592
chr8	  3922592	  3928592	  3746592	  3752592
chr8	  4069592	  4073592	  4194592	  4198592
chr8	  4101592	  4104592	  4037592	  4040592
chr8	  4149592	  4158592	  4031592	  4040592
chr8	  4164592	  4167592	  4085592	  4088592
chr8	  4274592	  4277592	 13599629	 13602629
chr8	  4351592	  4354592	  4390592	  4393592
chr8	  4434592	  4437592	  4449592	  4452592
chr8	  4460592	  4464592	  4446592	  4450592
chr8	  4479592	  4482592	  4506592	  4509592
chr8	  4491592	  4502592	  4504592	  4515592
chr8	  4585592	  4588592	  4557592	  4560592
chr8	  4718592	  4723592	  5727592	  5732592
chr8	  4754592	  4758592	  4673592	  4677592
chr8	  4820592	  4823592	  4912592	  4915592
chr8	  4888592	  4893592	  4910592	  4915592
chr8	  5056592	  5060592	  5078592	  5082592
chr8	  5144592	  5148592	  5194592	  5198592
chr8	  5224592	  5228592	  5303592	  5307592
chr8	  5337592	  5340592	  5302592	  5305592
chr8	  5409592	  5412592	  5384592	  5387592
chr8	  5459592	  5462592	  5514592	  5517592
chr8	  5493592	  5496592	  5517592	  5520592
chr8	  5499592	  5503592	  5513592	  5517592
chr8	  5566592	  5570592	  5735592	  5739592
chr8	  5573592	  5577592	  5608592	  5612592
chr8	  5583592	  5592592	  5734592	  5743592
chr8	  5639592	  5643592	  5616592	  5620592
chr8	  5690592	  5693592	  5666592	  5669592
chr8	  5779592	  5783592	  5541592	  5545592
chr8	  5818592	  5822592	  5800592	  5804592
chr8	  5822592	  5828592	  3561592	  3567592
chr8	  5851592	  5854592	 14140629	 14143629
chr8	  5924592	  5928592	  5980592	  5984592
chr8	  5953592	  5956592	  6043592	  6046592
chr8	  5992592	  5996592	  5905592	  5909592
chr8	  6018592	  6022592	  6179592	  6183592
chr8	  6031592	  6035592	  6043592	  6047592
chr8	  6060592	  6064592	  6100592	  6104592
chr8	  6082592	  6086592	  6114592	  6118592
chr8	  6139592	  6146592	  5892592	  5899592
chr8	  6213592	  6217592	  6814590	  6818590
chr8	  6351592	  6355592	  6329592	  6333592
chr8	  6399592	  6403592	  6439592	  6443592
chr8	  6432592	  6436592	  6443592	  6447592
chr8	  6461592	  6464592	  6425592	  6428592
chr8	  6533592	  6536592	  6515592	  6518592
chr8	  6555592	  6560592	  6520592	  6525592
chr8	  6635590	  6638590	  6443592	  6446592
chr8	  6679590	  6690590	  5080592	  5091592
chr8	  6713590	  6717590	  6726590	  6730590
chr8	  6741590	  6744590	  6816590	  6819590
chr8	  6780590	  6788590	  5901592	  5909592
chr8	  6794590	  6801590	  8749590	  8756590
chr8	  6879590	  6883590	  6901590	  6905590
chr8	  6898590	  6901590	  6733590	  6736590
chr8	  8361590	  8365590	  8321590	  8325590
chr8	  8386590	  8389590	  8470590	  8473590
chr8	  8433590	  8437590	  8615590	  8619590
chr8	  8519590	  8528590	  8561590	  8570590
chr8	  8801590	  8819590	  8663590	  8681590
chr8	  8928590	  8933590	  8894590	  8899590
chr8	  8964590	  8968590	  9082590	  9086590
chr8	  9040590	  9046590	  9062590	  9068590
chr8	  9098590	  9101590	  9079590	  9082590
chr8	  9138590	  9142590	  9078590	  9082590
chr8	  9152590	  9156590	  9196590	  9200590
chr8	  9165590	  9168590	  9184590	  9187590
chr8	  9242590	  9247590	  9070590	  9075590
chr8	  9256590	  9262590	  9293590	  9299590
chr8	  9385590	  9388590	  9285590	  9288590
chr8	  9537590	  9541590	  5722592	  5726592
chr8	  9791590	  9794590	  9768590	  9771590
chr8	  9799590	  9803590	  9854590	  9858590
chr8	  9891590	  9896590	 10171590	 10176590
chr8	 10067590	 10070590	 10049590	 10052590
chr8	 10116590	 10119590	  9655590	  9658590
chr8	 10185590	 10197590	 10223590	 10235590
chr8	 10532590	 10543590	 10778590	 10789590
chr8	 10577590	 10581590	 10619590	 10623590
chr8	 10731590	 10735590	 10659590	 10663590
chr8	 10800590	 10805590	 10783590	 10788590
chr8	 10832590	 10841590	 10781590	 10790590
chr8	 10952590	 10959590	 11006590	 11013590
chr8	 11085590	 11090590	 11347591	 11352591
chr8	 11250590	 11255590	 11157590	 11162590
chr8	 11270590	 11286590	 11637591	 11653591
chr8	 11326590	 11336590	 10858590	 10868590
chr8	 11466591	 11471591	 11575591	 11580591
chr8	 11753591	 11756591	 11643591	 11646591
chr8	 11772591	 11776591	 12677629	 12681629
chr8	 11835591	 11839591	 11365591	 11369591
chr8	 12551629	 12555629	 12734629	 12738629
chr8	 12614629	 12618629	 12739629	 12743629
chr8	 12712629	 12716629	 12689629	 12693629
chr8	 12771629	 12775629	 12752629	 12756629
chr8	 12896629	 12900629	 12948629	 12952629
chr8	 12974629	 12987629	 12951629	 12964629
chr8	 13012629	 13021629	 13038629	 13047629
chr8	 13084629	 13087629	 13078629	 13081629
chr8	 13211629	 13215629	 13167629	 13171629
chr8	 13260629	 13265629	 13227629	 13232629
chr8	 13270629	 13274629	 13286629	 13290629
chr8	 13393629	 13397629	 13530629	 13534629
chr8	 13490629	 13493629	 13518629	 13521629
chr8	 13542629	 13545629	 13690629	 13693629
chr8	 13714629	 13718629	 13634629	 13638629
chr8	 13893629	 13897629	 13917629	 13921629
chr8	 13942629	 13946629	 14005629	 14009629
chr8	 14024629	 14028629	 13978629	 13982629
chr8	 14035629	 14040629	 14103629	 14108629
chr8	 14111629	 14114629	 14204629	 14207629
chr8	 14163629	 14167629	 14204629	 14208629
chr8	 14275629	 14278629	 14345629	 14348629
chr8	 14385629	 14389629	 14370629	 14374629
chr8	 14450629	 14454629	 14473629	 14477629
chr8	 14512629	 14515629	 14521629	 14524629
chr8	 14670629	 14673629	 14633629	 14636629
chr8	 14875629	 14880629	 14914629	 14919629
chr8	 14961629	 14965629	 14980629	 14984629
chr8	 15001629	 15005629	 14928629	 14932629
chr8	 15224629	 15227629	 15260629	 15263629
chr8	 15273629	 15276629	 15246629	 15249629
chr8	 15360629	 15365629	 15331629	 15336629
chr8	 15389629	 15392629	 15405629	 15408629
chr8	 15645629	 15651629	 15741629	 15747629
chr8	 15658629	 15665629	 15633629	 15640629
chr8	 15666629	 15671629	 15680629	 15685629
chr8	 15707629	 15711629	 15694629	 15698629
chr8	 15986629	 15998629	 15885629	 15897629
chr8	 16070629	 16074629	 16049629	 16053629
chr8	 16161629	 16170629	 16145629	 16154629
chr8	 16345629	 16350629	 16330629	 16335629
chr8	 16393629	 16398629	 16374629	 16379629
chr8	 16420629	 16424629	 16431629	 16435629
chr8	 16533629	 16536629	 16500629	 16503629
chr8	 16641629	 16645629	 16659629	 16663629
chr8	 16692629	 16695629	 16708629	 16711629
chr8	 16738629	 16746629	 16954629	 16962629
chr8	 16789629	 16795629	 16716629	 16722629
chr8	 16841629	 16847629	 16766629	 16772629
chr8	 16875629	 16882629	 16106629	 16113629
chr8	 16968629	 16973629	 17128629	 17133629
chr8	 16987629	 16991629	 16940629	 16944629
chr8	 17054629	 17058629	 17065629	 17069629
chr8	 17177629	 17181629	 17203629	 17207629
chr8	 17235629	 17238629	 17208629	 17211629
chr8	 17252629	 17258629	 17148629	 17154629
chr8	 17268629	 17272629	 17644720	 17648720
chr8	 17454723	 17457723	 16821629	 16824629
chr8	 17545720	 17555720	 17508720	 17518720
chr8	 17579720	 17583720	 17700720	 17704720
chr8	 17631720	 17635720	 17718720	 17722720
chr8	 17944720	 17947720	 17904720	 17907720
chr8	 17982720	 17985720	 17973720	 17976720
chr8	 18071720	 18076720	 17971720	 17976720
chr8	 18088720	 18094720	 18120720	 18126720
chr8	 18192720	 18195720	 18262720	 18265720
chr8	 18211720	 18215720	 14139629	 14143629
chr8	 18290720	 18295720	 18164720	 18169720
chr8	 18428720	 18431720	 18445720	 18448720
chr8	 18458720	 18461720	 18562720	 18565720
chr8	 18463720	 18467720	 18483720	 18487720
chr8	 18514720	 18517720	 18503720	 18506720
chr8	 18610720	 18615720	 18628720	 18633720
chr8	 18669720	 18673720	 18695720	 18699720
chr8	 18777720	 18780720	 18815720	 18818720
chr8	 18798720	 18802720	 18815720	 18819720
chr8	 18934720	 18938720	 18900720	 18904720
chr8	 18956720	 18960720	 19131720	 19135720
chr8	 18968720	 18975720	 19134720	 19141720
chr8	 19027720	 19035720	 19130720	 19138720
chr8	 19044720	 19048720	 19126720	 19130720
chr8	 19103720	 19107720	 19122720	 19126720
chr8	 19177720	 19183720	 19134720	 19140720
chr8	 19217720	 19222720	 19209720	 19214720
chr8	 19263720	 19267720	 19207720	 19211720
chr8	 19320720	 19324720	 19294720	 19298720
chr8	 19490720	 19494720	 19540720	 19544720
chr8	 19518720	 19521720	 19556720	 19559720
chr8	 19576720	 19579720	 19587720	 19590720
chr8	 19624720	 19629720	 19543720	 19548720
chr8	 19709720	 19714720	 19845720	 19850720
chr8	 19725720	 19728720	 19656720	 19659720
chr8	 19808720	 19812720	 19827720	 19831720
chr8	 19868720	 19872720	 19534720	 19538720
chr8	 19934720	 19941720	 19907720	 19914720
chr8	 19942720	 19946720	 19966720	 19970720
chr8	 19975720	 19979720	 19911720	 19915720
chr8	 20042720	 20050720	 20077720	 20085720
chr8	 20096720	 20101720	 20224720	 20229720
chr8	 20135720	 20139720	 20034720	 20038720
chr8	 20188720	 20192720	 20234720	 20238720
chr8	 20281720	 20284720	 20267720	 20270720
chr8	 20354720	 20357720	 20258720	 20261720
chr8	 20417720	 20420720	 20389720	 20392720
chr8	 20481720	 20485720	 20459720	 20463720
chr8	 20654720	 20658720	 20622720	 20626720
chr8	 20680720	 20683720	 20639720	 20642720
chr8	 20795720	 20803720	 20446720	 20454720
chr8	 20806720	 20810720	 20949720	 20953720
chr8	 20841720	 20847720	 20966720	 20972720
chr8	 20873720	 20876720	 20977720	 20980720
chr8	 20914720	 20918720	 20974720	 20978720
chr8	 21026720	 21031720	 20960720	 20965720
chr8	 21136720	 21140720	 21282720	 21286720
chr8	 21184720	 21189720	 21176720	 21181720
chr8	 21208720	 21216720	 21168720	 21176720
chr8	 21266720	 21270720	 21171720	 21175720
chr8	 21326720	 21331720	 21300720	 21305720
chr8	 21403720	 21406720	 21374720	 21377720
chr8	 21482720	 21486720	 21371720	 21375720
chr8	 21513720	 21516720	 21443720	 21446720
chr8	 21549720	 21559720	 22042055	 22052055
chr8	 21561720	 21566720	 21285720	 21290720
chr8	 21613720	 21617720	 21750054	 21754054
chr8	 21693054	 21697054	 21084720	 21088720
chr8	 21705054	 21709054	 27767081	 27771081
chr8	 21763054	 21767054	 21680054	 21684054
chr8	 21898054	 21904054	 21962055	 21968055
chr8	 22008055	 22022055	 22238055	 22252055
chr8	 22055055	 22067055	 25893083	 25905083
chr8	 22222055	 22228055	 22239055	 22245055
chr8	 22264055	 22271055	 23218055	 23225055
chr8	 22416055	 22426055	 22854055	 22864055
chr8	 22544055	 22548055	 22466055	 22470055
chr8	 22568055	 22572055	 23222055	 23226055
chr8	 22596055	 22600055	 22579055	 22583055
chr8	 22696055	 22700055	 22716055	 22720055
chr8	 22773055	 22776055	 19538720	 19541720
chr8	 22811055	 22830055	 22326055	 22345055
chr8	 22892055	 22901055	 22727055	 22736055
chr8	 22954055	 22959055	 23278055	 23283055
chr8	 22996055	 23008055	 22874055	 22886055
chr8	 23022055	 23036055	 22870055	 22884055
chr8	 23055055	 23060055	 23102055	 23107055
chr8	 23193055	 23197055	 23150055	 23154055
chr8	 23268055	 23274055	 23214055	 23220055
chr8	 23392055	 23396055	 23367055	 23371055
chr8	 23421055	 23437055	 23210055	 23226055
chr8	 23478055	 23485055	 23507055	 23514055
chr8	 23548055	 23552055	 23516055	 23520055
chr8	 23617055	 23620055	 23308055	 23311055
chr8	 23624055	 23628055	 23641055	 23645055
chr8	 23694055	 23697055	 23601055	 23604055
chr8	 23787055	 23792055	 23754055	 23759055
chr8	 24094055	 24098055	 24063055	 24067055
chr8	 24206055	 24209055	 24428110	 24431110
chr8	 24385110	 24388110	 24484110	 24487110
chr8	 24410110	 24413110	 25600083	 25603083
chr8	 24456110	 24459110	 24563110	 24566110
chr8	 24522110	 24526110	 24564110	 24568110
chr8	 24586110	 24591110	 26333083	 26338083
chr8	 24778095	 24782095	 24353110	 24357110
chr8	 24861083	 24867083	 24807083	 24813083
chr8	 24957083	 24960083	 24951083	 24954083
chr8	 25065083	 25078083	 24822083	 24835083
chr8	 25162083	 25166083	 25110083	 25114083
chr8	 25240083	 25245083	 25488083	 25493083
chr8	 25439083	 25445083	 25432083	 25438083
chr8	 25482083	 25485083	 25493083	 25496083
chr8	 25529083	 25533083	 25488083	 25492083
chr8	 25560083	 25567083	 25512083	 25519083
chr8	 25640083	 25644083	 25757083	 25761083
chr8	 25664083	 25670083	 25693083	 25699083
chr8	 25742083	 25749083	 25764083	 25771083
chr8	 25789083	 25797083	 25774083	 25782083
chr8	 25801083	 25808083	 25774083	 25781083
chr8	 25817083	 25822083	 25914083	 25919083
chr8	 25829083	 25835083	 25773083	 25779083
chr8	 25870083	 25880083	 25513083	 25523083
chr8	 25934083	 25938083	 26386083	 26390083
chr8	 26025083	 26029083	 25894083	 25898083
chr8	 26066083	 26077083	 25984083	 25995083
chr8	 26080083	 26085083	 26104083	 26109083
chr8	 26126083	 26135083	 26381083	 26390083
chr8	 26288083	 26292083	 26376083	 26380083
chr8	 26302083	 26309083	 27091083	 27098083
chr8	 26316083	 26323083	 26341083	 26348083
chr8	 26470083	 26474083	 26552083	 26556083
chr8	 26581083	 26584083	 26600083	 26603083
chr8	 26681083	 26684083	 26698083	 26701083
chr8	 26842083	 26845083	 26824083	 26827083
chr8	 26898083	 26902083	 26888083	 26892083
chr8	 26963083	 26966083	 26889083	 26892083
chr8	 27067083	 27070083	 27091083	 27094083
chr8	 27114083	 27118083	 27216083	 27220083
chr8	 27181083	 27185083	 27098083	 27102083
chr8	 27259083	 27264083	 27305083	 27310083
chr8	 27329083	 27335083	 27302083	 27308083
chr8	 27403083	 27406083	 27392083	 27395083
chr8	 27452083	 27457083	 27391083	 27396083
chr8	 27567081	 27583081	 27961081	 27977081
chr8	 27758081	 27761081	 27822081	 27825081
chr8	 27774081	 27778081	 27803081	 27807081
chr8	 27832081	 27837081	 28104081	 28109081
chr8	 27881081	 27885081	 27821081	 27825081
chr8	 27886081	 27890081	 27898081	 27902081
chr8	 27932081	 27935081	 27903081	 27906081
chr8	 28049081	 28056081	 28230081	 28237081
chr8	 28160081	 28164081	 28131081	 28135081
chr8	 28172081	 28179081	 28098081	 28105081
chr8	 28293081	 28303081	 28218081	 28228081
chr8	 28320081	 28326081	 28381081	 28387081
chr8	 28342081	 28352081	 28240081	 28250081
chr8	 28451081	 28455081	 28597081	 28601081
chr8	 28463081	 28468081	 28488081	 28493081
chr8	 28514081	 28521081	 28567081	 28574081
chr8	 28528081	 28536081	 28488081	 28496081
chr8	 28618081	 28624081	 28597081	 28603081
chr8	 29095081	 29098081	 29064081	 29067081
chr8	 29191081	 29200081	 29215081	 29224081
chr8	 29253081	 29257081	 29312081	 29316081
chr8	 29276081	 29282081	 29291081	 29297081
chr8	 29325081	 29329081	 29304081	 29308081
chr8	 29401081	 29404081	 29373081	 29376081
chr8	 29412081	 29417081	 29311081	 29316081
chr8	 29474081	 29481081	 29453081	 29460081
chr8	 29529081	 29533081	 29510081	 29514081
chr8	 29540081	 29543081	 29521081	 29524081
chr8	 29549081	 29552081	 29557081	 29560081
chr8	 29589081	 29599081	 29948458	 29958458
chr8	 29602081	 29611081	 29514081	 29523081
chr8	 29742458	 29745458	 29778458	 29781458
chr8	 29839458	 29842458	 29784458	 29787458
chr8	 29862458	 29868458	 29911458	 29917458
chr8	 29886458	 29891458	 29931458	 29936458
chr8	 29989458	 29999458	 30084458	 30094458
chr8	 30127458	 30132458	 29873458	 29878458
chr8	 30168458	 30172458	 30309458	 30313458
chr8	 30231458	 30238458	 30211458	 30218458
chr8	 30247458	 30274458	 29925458	 29952458
chr8	 30285458	 30288458	 30325458	 30328458
chr8	 30531458	 30536458	 30475458	 30480458
chr8	 30623458	 30627458	 30643458	 30647458
chr8	 30815458	 30818458	 31314458	 31317458
chr8	 30863458	 30868458	 30935458	 30940458
chr8	 31029458	 31034458	 31048458	 31053458
chr8	 31060458	 31065458	 31012458	 31017458
chr8	 31131458	 31136458	 31150458	 31155458
chr8	 31252458	 31256458	 30996458	 31000458
chr8	 31264458	 31267458	 31280458	 31283458
chr8	 31393458	 31401458	 31243458	 31251458
chr8	 31445458	 31462458	 31524458	 31541458
chr8	 31494458	 31499458	 32405458	 32410458
chr8	 31778458	 31782458	 31801458	 31805458
chr8	 31946458	 31949458	 31981458	 31984458
chr8	 32075458	 32079458	 32089458	 32093458
chr8	 32117458	 32121458	 32041458	 32045458
chr8	 32169458	 32174458	 32097458	 32102458
chr8	 32232458	 32235458	 32251458	 32254458
chr8	 32293458	 32298458	 32348458	 32353458
chr8	 32448458	 32452458	 32412458	 32416458
chr8	 32580458	 32583458	 32657458	 32660458
chr8	 32696458	 32700458	 32654458	 32658458
chr8	 32840458	 32844458	 32865458	 32869458
chr8	 33042458	 33050458	 33164458	 33172458
chr8	 33063458	 33066458	 33100458	 33103458
chr8	 33180458	 33183458	 33245458	 33248458
chr8	 33274458	 33278458	 33250458	 33254458
chr8	 33383458	 33396458	 33501458	 33514458
chr8	 33451458	 33457458	 30078458	 30084458
chr8	 33461458	 33467458	 33363458	 33369458
chr8	 33534458	 33537458	 33529458	 33532458
chr8	 33670458	 33675458	 33690458	 33695458
chr8	 33774458	 33778458	 33697458	 33701458
chr8	 33979458	 33983458	 34002458	 34006458
chr8	 34080458	 34084458	 34201458	 34205458
chr8	 34098458	 34101458	 34144458	 34147458
chr8	 34223458	 34227458	 34056458	 34060458
chr8	 34323458	 34326458	 34380458	 34383458
chr8	 34522458	 34525458	 33934458	 33937458
chr8	 34679458	 34688458	 35032458	 35041458
chr8	 34779458	 34784458	 34805458	 34810458
chr8	 34880458	 34883458	 34859458	 34862458
chr8	 34952458	 34956458	 34932458	 34936458
chr8	 35002458	 35006458	 34940458	 34944458
chr8	 35314458	 35319458	 35280458	 35285458
chr8	 35423458	 35426458	 35243458	 35246458
chr8	 35532458	 35536458	 35280458	 35284458
chr8	 35999458	 36005458	 35961458	 35967458
chr8	 36514842	 36519842	 36505842	 36510842
chr8	 36639842	 36642842	 36600842	 36603842
chr8	 36872842	 36875842	 36849842	 36852842
chr8	 36991842	 36994842	 36944842	 36947842
chr8	 37035842	 37038842	 37123842	 37126842
chr8	 37087842	 37090842	 37111842	 37114842
chr8	 37145842	 37149842	 37107842	 37111842
chr8	 37180842	 37184842	 37239842	 37243842
chr8	 37215842	 37218842	 37233842	 37236842
chr8	 37330842	 37336842	 39879843	 39885843
chr8	 37374842	 37380842	 37350842	 37356842
chr8	 37467842	 37472842	 37242842	 37247842
chr8	 37727842	 37738842	 37424842	 37435842
chr8	 38008843	 38020843	 37950843	 37962843
chr8	 38309843	 38319843	 38243843	 38253843
chr8	 38363843	 38370843	 38379843	 38386843
chr8	 38448843	 38451843	 38474843	 38477843
chr8	 38486843	 38489843	 38514843	 38517843
chr8	 38529843	 38534843	 38507843	 38512843
chr8	 38572843	 38576843	 38562843	 38566843
chr8	 38600843	 38603843	 38564843	 38567843
chr8	 38753843	 38757843	 38789843	 38793843
chr8	 38775843	 38780843	 38514843	 38519843
chr8	 38803843	 38809843	 38839843	 38845843
chr8	 38965843	 38970843	 38936843	 38941843
chr8	 39081843	 39085843	 39040843	 39044843
chr8	 39134843	 39137843	 38558843	 38561843
chr8	 39232843	 39238843	 39214843	 39220843
chr8	 39246843	 39256843	 39206843	 39216843
chr8	 39301843	 39315843	 39341843	 39355843
chr8	 39574843	 39577843	 39561843	 39564843
chr8	 39596843	 39599843	 34969458	 34972458
chr8	 39608843	 39612843	 39623843	 39627843
chr8	 39674843	 39679843	 39698843	 39703843
chr8	 39780843	 39785843	 39801843	 39806843
chr8	 39822843	 39830843	 39750843	 39758843
chr8	 39865843	 39869843	 40082843	 40086843
chr8	 39944843	 39949843	 39885843	 39890843
chr8	 39976843	 39980843	 40032843	 40036843
chr8	 39988843	 39992843	 39888843	 39892843
chr8	 40052843	 40055843	 40035843	 40038843
chr8	 40179843	 40182843	 40244843	 40247843
chr8	 40189843	 40194843	 40160843	 40165843
chr8	 40227843	 40237843	 40576843	 40586843
chr8	 40277843	 40284843	 40244843	 40251843
chr8	 40312843	 40316843	 40336843	 40340843
chr8	 40328843	 40334843	 40338843	 40344843
chr8	 40415843	 40423843	 40666843	 40674843
chr8	 40515843	 40519843	 40486843	 40490843
chr8	 40567843	 40571843	 40459843	 40463843
chr8	 40700843	 40705843	 40717843	 40722843
chr8	 40780843	 40784843	 40750843	 40754843
chr8	 41003843	 41007843	 41032843	 41036843
chr8	 41141843	 41145843	 27370083	 27374083
chr8	 41158843	 41165843	 41052843	 41059843
chr8	 41233843	 41237843	 41342843	 41346843
chr8	 41303843	 41308843	 41318843	 41323843
chr8	 41386843	 41393843	 41403843	 41410843
chr8	 41484843	 41491843	 41508843	 41515843
chr8	 41629843	 41632843	 41679843	 41682843
chr8	 41684843	 41695843	 33362458	 33373458
chr8	 41703843	 41710843	 41747843	 41754843
chr8	 41717843	 41724843	 41563843	 41570843
chr8	 41934843	 41947843	 41863843	 41876843
chr8	 41974843	 41980843	 42008843	 42014843
chr8	 42049843	 42060843	 42023843	 42034843
chr8	 42339843	 42352843	 42404843	 42417843
chr8	 42467843	 42475843	 42419843	 42427843
chr8	 42500843	 42505843	 42529843	 42534843
chr8	 47818835	 47824835	 47761835	 47767835
chr8	 49038447	 49041447	 48997447	 49000447
chr8	 49192447	 49196447	 49564447	 49568447
chr8	 49280447	 49284447	 49252447	 49256447
chr8	 49536447	 49541447	 49558447	 49563447
chr8	 49587447	 49591447	 49569447	 49573447
chr8	 49716447	 49719447	 49743447	 49746447
chr8	 49881447	 49886447	 49843447	 49848447
chr8	 50061447	 50067447	 50011447	 50017447
chr8	 50280447	 50284447	 50257447	 50261447
chr8	 50505447	 50508447	 50543447	 50546447
chr8	 50637447	 50641447	 50601447	 50605447
chr8	 50784447	 50787447	 50759447	 50762447
chr8	 50937447	 50945447	 50958447	 50966447
chr8	 51329447	 51336447	 51303447	 51310447
chr8	 51461447	 51467447	 51404447	 51410447
chr8	 51544447	 51548447	 51257447	 51261447
chr8	 51954447	 51961447	 51929447	 51936447
chr8	 51980447	 51983447	 51810447	 51813447
chr8	 52025447	 52028447	 52257447	 52260447
chr8	 52046447	 52049447	 51992447	 51995447
chr8	 52155447	 52158447	 52469447	 52472447
chr8	 52271447	 52275447	 50105447	 50109447
chr8	 52330447	 52333447	 52379447	 52382447
chr8	 52437447	 52443447	 52712447	 52718447
chr8	 52523447	 52527447	 52411447	 52415447
chr8	 52534447	 52537447	 52413447	 52416447
chr8	 52811447	 52814447	 52857447	 52860447
chr8	 52929447	 52932447	 53136447	 53139447
chr8	 53010447	 53015447	 52957447	 52962447
chr8	 53058447	 53065447	 52983447	 52990447
chr8	 53107447	 53111447	 53136447	 53140447
chr8	 53246447	 53253447	 53280447	 53287447
chr8	 53299447	 53304447	 53275447	 53280447
chr8	 53320447	 53324447	 53342447	 53346447
chr8	 53330447	 53333447	 53341447	 53344447
chr8	 53405447	 53410447	 53287447	 53292447
chr8	 53754447	 53759447	 53690447	 53695447
chr8	 53823447	 53832447	 53855447	 53864447
chr8	 53883447	 53887447	 53923447	 53927447
chr8	 53898447	 53902447	 53933447	 53937447
chr8	 54039447	 54043447	 54060447	 54064447
chr8	 54114447	 54118447	 54155447	 54159447
chr8	 54201447	 54204447	 54236447	 54239447
chr8	 54264447	 54270447	 54359447	 54365447
chr8	 54305447	 54309447	 54237447	 54241447
chr8	 54393447	 54398447	 54161447	 54166447
chr8	 54449447	 54452447	 54518447	 54521447
chr8	 54508447	 54513447	 54517447	 54522447
chr8	 54567447	 54575447	 54522447	 54530447
chr8	 54854447	 54859447	 54887447	 54892447
chr8	 55077447	 55080447	 55054447	 55057447
chr8	 55130447	 55136447	 55355447	 55361447
chr8	 55138447	 55141447	 55113447	 55116447
chr8	 55156447	 55159447	 54528447	 54531447
chr8	 55165447	 55169447	 55112447	 55116447
chr8	 55217447	 55220447	 55188447	 55191447
chr8	 55263447	 55268447	 55318447	 55323447
chr8	 55281447	 55288447	 55354447	 55361447
chr8	 55402447	 55407447	 55436447	 55441447
chr8	 55471447	 55474447	 55191447	 55194447
chr8	 55479447	 55486447	 55433447	 55440447
chr8	 55522447	 55525447	 55321447	 55324447
chr8	 55717446	 55727446	 55803446	 55813446
